?cls	?clsLabel	?numSuperCls
<http://purl.obolibrary.org/obo/MONDO_0012616>	"MRT8"	1
<http://purl.obolibrary.org/obo/MONDO_0012617>	"MRT9"	1
<http://purl.obolibrary.org/obo/MONDO_0017195>	"Bruck syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0010514>	"combined immunodeficiency due to moesin deficiency"	1
<http://purl.obolibrary.org/obo/MONDO_0041095>	"malignant otitis externa caused by Pseudomonas aeruginosa"	3
<http://purl.obolibrary.org/obo/MONDO_0010476>	"neurodegeneration with brain iron accumulation 5"	1
<http://purl.obolibrary.org/obo/MONDO_0015976>	"hyper-IgM syndrome without susceptibility to opportunistic infections"	2
<http://purl.obolibrary.org/obo/MONDO_0008592>	"tricho-dento-osseous syndrome"	5
<http://purl.obolibrary.org/obo/MONDO_0005689>	"cannabis dependence"	1
<http://purl.obolibrary.org/obo/MONDO_0009907>	"Prepapillary vascular loops"	1
<http://purl.obolibrary.org/obo/MONDO_0017685>	"vitamin B12-responsive methylmalonic acidemia, type cblDv2"	1
<http://purl.obolibrary.org/obo/MONDO_0017699>	"glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form"	1
<http://purl.obolibrary.org/obo/MONDO_0060592>	"Sweeney-Cox syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0022512>	"atrial septal defect coronary sinus"	1
<http://purl.obolibrary.org/obo/MONDO_0009122>	"Dohle bodies and leukemia"	1
<http://purl.obolibrary.org/obo/MONDO_0012047>	"alopecia universalis congenita, 10Y gonadal dysgenesis, and laryngomalacia"	1
<http://purl.obolibrary.org/obo/MONDO_0010156>	"Troyer syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0010422>	"Alzheimer disease 16"	1
<http://purl.obolibrary.org/obo/MONDO_0007301>	"cerebrocostomandibular syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0004289>	"glottis verrucous carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0019205>	"trichodysplasia-amelogenesis imperfecta syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0006500>	"hemangioma"	3
<http://purl.obolibrary.org/obo/MONDO_0016521>	"muscular pseudohypertrophy-hypothyroidism syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0000988>	"discharging ear"	1
<http://purl.obolibrary.org/obo/MONDO_0016277>	"malignant mixed epithelial and mesenchymal tumor of cervix uteri"	1
<http://purl.obolibrary.org/obo/MONDO_0010721>	"reticuloendotheliosis, X-linked"	1
<http://purl.obolibrary.org/obo/MONDO_0002125>	"status epilepticus"	1
<http://purl.obolibrary.org/obo/MONDO_0019214>	"inborn carbohydrate metabolic disorder"	2
<http://purl.obolibrary.org/obo/MONDO_0018596>	"systemic polyarteritis nodosa"	1
<http://purl.obolibrary.org/obo/MONDO_0010668>	"skeletal dysplasia-intellectual disability syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0008780>	"amyotrophic lateral sclerosis type 2"	1
<http://purl.obolibrary.org/obo/MONDO_0015001>	"atrial fibrillation, familial, 18; ATFB18"	1
<http://purl.obolibrary.org/obo/MONDO_0000383>	"benign reproductive system neoplasm"	2
<http://purl.obolibrary.org/obo/MONDO_0027407>	"Kleefstra syndrome 1"	1
<http://purl.obolibrary.org/obo/MONDO_0021112>	"scrotum cancer"	2
<http://purl.obolibrary.org/obo/MONDO_0011833>	"spinocerebellar ataxia type 21"	1
<http://purl.obolibrary.org/obo/MONDO_0010579>	"X-linked corneal dermoid"	1
<http://purl.obolibrary.org/obo/MONDO_0016486>	"beta-thalassemia major"	1
<http://purl.obolibrary.org/obo/MONDO_0016232>	"rare venous malformation"	1
<http://purl.obolibrary.org/obo/MONDO_0000921>	"ampulla of vater neoplasm"	2
<http://purl.obolibrary.org/obo/MONDO_0017169>	"multiple endocrine neoplasia"	6
<http://purl.obolibrary.org/obo/MONDO_0018946>	"rhombencephalosynapsis"	1
<http://purl.obolibrary.org/obo/MONDO_0019577>	"anonychia-onychodystrophy syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0037744>	"neoplasm of retromolar area"	1
<http://purl.obolibrary.org/obo/MONDO_0019751>	"autoinflammatory syndrome"	3
<http://purl.obolibrary.org/obo/CL_0002573>		1
<http://purl.obolibrary.org/obo/MONDO_0007862>	"Waardenburg syndrome type 3"	1
<http://purl.obolibrary.org/obo/MONDO_0008042>	"myoclonus and ataxia"	1
<http://purl.obolibrary.org/obo/MONDO_0003409>	"colonic disease"	1
<http://purl.obolibrary.org/obo/MONDO_0004511>	"lower clivus meningioma"	1
<http://purl.obolibrary.org/obo/MONDO_0012124>	"sudden infant death-dysgenesis of the testes syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0009913>	"prune belly syndrome with pulmonic stenosis, mental retardation, and deafness"	1
<http://purl.obolibrary.org/obo/MONDO_0010400>	"X-linked scapuloperoneal muscular dystrophy"	2
<http://purl.obolibrary.org/obo/MONDO_0024523>	"aortic valve disease 1"	1
<http://purl.obolibrary.org/obo/MONDO_0006629>	"osteoarthritis, hip"	1
<http://purl.obolibrary.org/obo/MONDO_0002571>	"primary central nervous system lymphoma"	7
<http://purl.obolibrary.org/obo/MONDO_0005534>	"ileocolitis"	2
<http://purl.obolibrary.org/obo/MONDO_0017036>	"Langerhans cell histiocytosis in childhood and adulthood"	4
<http://purl.obolibrary.org/obo/MONDO_0008811>	"XK aprosencephaly"	3
<http://purl.obolibrary.org/obo/MONDO_0009700>	"Carey-Fineman-Ziter syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0014575>	"Singleton-Merten syndrome 2"	1
<http://purl.obolibrary.org/obo/MONDO_0008717>	"acromesomelic dysplasia, Hunter-Thompson type"	1
<http://purl.obolibrary.org/obo/MONDO_0011766>	"46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0014779>	"Wilms tumor 6; WT6"	1
<http://purl.obolibrary.org/obo/MONDO_0025487>	"murine acquired immunodeficiency syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0000257>	"acute diarrhea"	2
<http://purl.obolibrary.org/obo/MONDO_0006191>	"endometrial clear cell adenocarcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0014887>	"bone marrow failure syndrome 3"	3
<http://purl.obolibrary.org/obo/MONDO_0010841>	"Waardenburg syndrome type 2B"	1
<http://purl.obolibrary.org/obo/MONDO_0021454>	"benign neoplasm of eye"	2
<http://purl.obolibrary.org/obo/MONDO_0019674>	"postaxial polydactyly type B"	1
<http://purl.obolibrary.org/obo/MONDO_0000712>	"FTDALS"	3
<http://purl.obolibrary.org/obo/MONDO_0016365>	"familial primary hyperparathyroidism"	4
<http://purl.obolibrary.org/obo/MONDO_0014071>	"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 11"	3
<http://purl.obolibrary.org/obo/MONDO_0014919>	"sessile serrated polyposis cancer syndrome; SSPCS"	1
<http://purl.obolibrary.org/obo/MONDO_0024482>	"eccrine sweat gland hamartoma"	2
<http://purl.obolibrary.org/obo/MONDO_0018835>	"nodular regenerative hyperplasia of the liver"	1
<http://purl.obolibrary.org/obo/MONDO_0007833>	"iris pigment layer, cleavage of"	1
<http://purl.obolibrary.org/obo/MONDO_0018267>	"combined cervical dystonia"	1
<http://purl.obolibrary.org/obo/MONDO_0017546>	"congenital vertical talus, unilateral"	1
<http://purl.obolibrary.org/obo/MONDO_0042975>	"pseudoachondroplastic dysplasia 2"	1
<http://purl.obolibrary.org/obo/MONDO_0010424>	"surfactant metabolism dysfunction, pulmonary, 4"	1
<http://purl.obolibrary.org/obo/MONDO_0018162>	"neurometabolic disorder due to serine deficiency"	3
<http://purl.obolibrary.org/obo/MONDO_0023581>	"Kuster syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0013895>	"Adams-Oliver syndrome 3"	1
<http://purl.obolibrary.org/obo/MONDO_0014237>	"autosomal recessive nonsyndromic deafness 76"	1
<http://purl.obolibrary.org/obo/MONDO_0024935>	"foot rot"	1
<http://purl.obolibrary.org/obo/MONDO_0019526>	"erythema elevatum diutinum"	1
<http://purl.obolibrary.org/obo/MONDO_0012571>	"primary ciliary dyskinesia 6"	1
<http://purl.obolibrary.org/obo/MONDO_0010887>	"isolated anterior cervical hypertrichosis"	1
<http://purl.obolibrary.org/obo/MONDO_0022568>	"bidirectional tachycardia"	1
<http://purl.obolibrary.org/obo/MONDO_0024649>	"optic tract astrocytoma"	4
<http://purl.obolibrary.org/obo/MONDO_0006953>	"Rh isoimmunization"	1
<http://purl.obolibrary.org/obo/MONDO_0002837>	"sarcomatoid transitional cell carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0002872>	"trophoblastic neoplasm"	1
<http://purl.obolibrary.org/obo/MONDO_0013910>	"hypogonadotropic hypogonadism 8 with or without anosmia"	1
<http://purl.obolibrary.org/obo/MONDO_0018239>	"aggrecan-related bone disorder"	1
<http://purl.obolibrary.org/obo/MONDO_0019315>	"diffuse cutaneous mastocytosis"	1
<http://purl.obolibrary.org/obo/MONDO_0006243>	"hepatoid adenocarcinoma"	1
<http://purl.obolibrary.org/obo/MONDO_0019079>	"proximal spinal muscular atrophy"	2
<http://purl.obolibrary.org/obo/MONDO_0016217>	"mal de Debarquement"	1
<http://purl.obolibrary.org/obo/MONDO_0001204>	"esophagus sarcoma"	4
<http://purl.obolibrary.org/obo/MONDO_0004986>	"urinary bladder carcinoma"	2
<http://purl.obolibrary.org/obo/CL_0000173>		2
<http://purl.obolibrary.org/obo/MONDO_0019408>	"Astley-Kendall dysplasia"	1
<http://purl.obolibrary.org/obo/MONDO_0011054>	"autosomal recessive amelia"	3
<http://purl.obolibrary.org/obo/MONDO_0013649>	"hypotrichosis 9"	1
<http://purl.obolibrary.org/obo/MONDO_0009603>	"neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency"	5
<http://purl.obolibrary.org/obo/MONDO_0022682>	"cennamo gangemi syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0012809>	"histiocytoma, Angiomatoid fibrous"	2
<http://purl.obolibrary.org/obo/MONDO_0020679>	"conductive hearing loss disorder"	1
<http://purl.obolibrary.org/obo/MONDO_0002843>	"fungal gastritis"	3
<http://purl.obolibrary.org/obo/MONDO_0060550>	"polydactyly, postaxial, type a7"	1
<http://purl.obolibrary.org/obo/MONDO_0007988>	"autosomal dominant primary microcephaly"	3
<http://purl.obolibrary.org/obo/MONDO_0018126>	"progressive myoclonic epilepsy with dystonia"	1
<http://purl.obolibrary.org/obo/MONDO_0000259>	"asymptomatic dengue"	1
<http://purl.obolibrary.org/obo/MONDO_0022821>	"congenital benign spinal muscular atrophy dominant"	1
<http://purl.obolibrary.org/obo/MONDO_0003214>	"apocrine adenocarcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0007029>	"branchio-oto-renal syndrome"	9
<http://purl.obolibrary.org/obo/MONDO_0007041>	"apert syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0014552>	"lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome"	5
<http://purl.obolibrary.org/obo/MONDO_0002401>	"malignant tenosynovial giant cell tumor"	3
<http://purl.obolibrary.org/obo/MONDO_0023122>	"familial prostate cancer"	2
<http://purl.obolibrary.org/obo/MONDO_0006539>	"diffuse lipomatosis"	1
<http://purl.obolibrary.org/obo/MONDO_0021429>	"squamous cell carcinoma of floor of mouth"	2
<http://purl.obolibrary.org/obo/MONDO_0012975>	"autosomal dominant nonsyndromic deafness 3B"	1
<http://purl.obolibrary.org/obo/MONDO_0043237>	"glossodynia"	2
<http://purl.obolibrary.org/obo/MONDO_0045015>	"carbohydrate transport disease"	1
<http://purl.obolibrary.org/obo/MONDO_0013544>	"atrial fibrillation, familial, 11"	1
<http://purl.obolibrary.org/obo/MONDO_0005105>	"melanoma (disease)"	2
<http://purl.obolibrary.org/obo/MONDO_0015744>	"distal trisomy 19q"	1
<http://purl.obolibrary.org/obo/MONDO_0013320>	"chromosome 16p12.2-p11.2 deletion syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0009863>	"BH4-deficient hyperphenylalaninemia A"	1
<http://purl.obolibrary.org/obo/MONDO_0012223>	"hypotrichosis, progressive patterned scalp, with wiry hair, onycholysis, and cleft lip/palate"	1
<http://purl.obolibrary.org/obo/MONDO_0043129>	"merlob grunebaum reisner syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0013999>	"optic nerve edema-splenomegaly syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0003769>	"herpetic gastritis"	2
<http://purl.obolibrary.org/obo/MONDO_0000624>	"benign female reproductive system neoplasm"	2
<http://purl.obolibrary.org/obo/MONDO_0020596>	"mucin-producing carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0009987>	"autosomal recessive pericentral pigmentary retinopathy"	1
<http://purl.obolibrary.org/obo/MONDO_0007525>	"Ehlers-Danlos syndrome, arthrochalasis type"	1
<http://purl.obolibrary.org/obo/MONDO_0008367>	"red cell phospholipid defect with hemolysis"	1
<http://purl.obolibrary.org/obo/MONDO_0007259>	"craniofaciofrontodigital syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0011430>	"pulverulent cataract"	1
<http://purl.obolibrary.org/obo/MONDO_0020027>	"rare allergic disease"	2
<http://purl.obolibrary.org/obo/MONDO_0000502>	"villous adenoma"	2
<http://purl.obolibrary.org/obo/MONDO_0014535>	"hyperproinsulinemia"	1
<http://purl.obolibrary.org/obo/MONDO_0020507>	"Cree leukoencephalopathy"	1
<http://purl.obolibrary.org/obo/MONDO_0019054>	"congenital limb malformation"	1
<http://purl.obolibrary.org/obo/MONDO_0010761>	"retinitis pigmentosa Y-linked"	2
<http://purl.obolibrary.org/obo/MONDO_0018984>	"Oroya fever"	2
<http://purl.obolibrary.org/obo/MONDO_0002739>	"extrahepatic bile duct mucinous adenocarcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0011075>	"retinitis pigmentosa 18"	1
<http://purl.obolibrary.org/obo/MONDO_0020463>	"isolated congenital ectropion"	1
<http://purl.obolibrary.org/obo/MONDO_0020852>	"spermatogenic failure 31"	1
<http://purl.obolibrary.org/obo/MONDO_0020851>	"spermatogenic failure 30"	1
<http://purl.obolibrary.org/obo/MONDO_0023199>	"frontonasal dysplasia phocomelic upper limbs"	1
<http://purl.obolibrary.org/obo/MONDO_0012558>	"epiphyseal dysplasia, Baumann type"	1
<http://purl.obolibrary.org/obo/MONDO_0001520>	"kleptomania"	1
<http://purl.obolibrary.org/obo/MONDO_0024295>	"skin disease caused by bacterial infection"	2
<http://purl.obolibrary.org/obo/MONDO_0005346>	"gallstones"	1
<http://purl.obolibrary.org/obo/MONDO_0015686>	"primary peritoneal carcinoma (disease)"	1
<http://purl.obolibrary.org/obo/MONDO_0018052>	"hypoplastic tibiae-postaxial polydactyly syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0010000>	"rod-cone dystrophy, sensorineural deafness, and Fanconi-type renal dysfunction"	1
<http://purl.obolibrary.org/obo/MONDO_0006584>	"neonatal jaundice"	1
<http://purl.obolibrary.org/obo/MONDO_0023097>	"exostoses anetodermia brachydactyly type E"	1
<http://purl.obolibrary.org/obo/MONDO_0014936>	"ZTTK syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0009646>	"monosomy 7 of bone marrow"	1
<http://purl.obolibrary.org/obo/MONDO_0015611>	"neutral lipid storage disease"	6
<http://purl.obolibrary.org/obo/MONDO_0004818>	"benign neurilemmoma"	1
<http://purl.obolibrary.org/obo/MONDO_0016948>	"partial duplication of the short arm of chromosome 11"	1
<http://purl.obolibrary.org/obo/MONDO_0024934>	"fish disease"	1
<http://purl.obolibrary.org/obo/MONDO_0001044>	"esophageal atresia (disease)"	1
<http://purl.obolibrary.org/obo/MONDO_0010644>	"proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis"	1
<http://purl.obolibrary.org/obo/MONDO_0022770>	"circumscribed cutaneous aplasia of the vertex"	1
<http://purl.obolibrary.org/obo/MONDO_0020414>	"persistent fifth aortic arch"	1
<http://purl.obolibrary.org/obo/MONDO_0024651>	"corticosteroid-induced osteoporosis"	1
<http://purl.obolibrary.org/obo/MONDO_0044632>	"extracranial carotid artery aneurysm"	1
<http://purl.obolibrary.org/obo/MONDO_0012733>	"autosomal recessive bestrophinopathy"	2
<http://purl.obolibrary.org/obo/MONDO_0010187>	"vitamin K-dependent clotting factors, combined deficiency of, type 1"	3
<http://purl.obolibrary.org/obo/MONDO_0003256>	"neurohypophysis granular cell tumor"	2
<http://purl.obolibrary.org/obo/MONDO_0016991>	"acute necrotizing encephalopathy of childhood"	1
<http://purl.obolibrary.org/obo/MONDO_0015858>	"rare non-malformative breast disease"	1
<http://purl.obolibrary.org/obo/MONDO_0016695>	"oligodendroglioma"	2
<http://purl.obolibrary.org/obo/MONDO_0015298>	"pellucid marginal degeneration"	1
<http://purl.obolibrary.org/obo/MONDO_0020004>	"rare eye disease"	2
<http://purl.obolibrary.org/obo/MONDO_0015153>	"autosomal monosomy"	2
<http://purl.obolibrary.org/obo/MONDO_0013719>	"cranioectodermal dysplasia 4"	2
<http://purl.obolibrary.org/obo/MONDO_0007114>	"angel-shaped phalango-epiphyseal dysplasia"	1
<http://purl.obolibrary.org/obo/MONDO_0014838>	"Coffin-Siris syndrome 5"	1
<http://purl.obolibrary.org/obo/MONDO_0004955>	"metabolic syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0012270>	"Tukel syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0019819>	"double-orifice mitral valve"	1
<http://purl.obolibrary.org/obo/MONDO_0008968>	"cholestasis with gallstone, ataxia, and visual disturbance"	1
<http://purl.obolibrary.org/obo/MONDO_0005913>	"phlebotomus fever"	1
<http://purl.obolibrary.org/obo/MONDO_0000700>	"familial hemiplegic migraine"	5
<http://purl.obolibrary.org/obo/MONDO_0012053>	"ANIB2"	1
<http://purl.obolibrary.org/obo/MONDO_0005495>	"adrenal gland disease"	2
<http://purl.obolibrary.org/obo/MONDO_0002133>	"chronic rheumatic pericarditis"	1
<http://purl.obolibrary.org/obo/MONDO_0006655>	"aortic valve prolapse"	1
<http://purl.obolibrary.org/obo/MONDO_0014457>	"hyperphosphatasia with intellectual disability syndrome 5"	1
<http://purl.obolibrary.org/obo/MONDO_0012188>	"neuronal ceroid lipofuscinosis 9"	1
<http://purl.obolibrary.org/obo/MONDO_0044338>	"autoimmune primary ovarian failure"	3
<http://purl.obolibrary.org/obo/MONDO_0021777>	"acute rheumatic heart disease"	1
<http://purl.obolibrary.org/obo/MONDO_0019403>	"congenital dyserythropoietic anemia"	3
<http://purl.obolibrary.org/obo/MONDO_0003378>	"liver leiomyosarcoma"	2
<http://purl.obolibrary.org/obo/MONDO_0044716>	"STAG1-related intellectual disability-facial dysmorphism-gastroesophageal reflux syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0005125>	"borderline leprosy"	1
<http://purl.obolibrary.org/obo/MONDO_0006138>	"cervical large cell neuroendocrine carcinoma"	3
<http://purl.obolibrary.org/obo/MONDO_0019383>	"acute disseminated encephalomyelitis"	3
<http://purl.obolibrary.org/obo/MONDO_0015947>	"inherited ichthyosis"	2
<http://purl.obolibrary.org/obo/MONDO_0003652>	"acute urate nephropathy"	1
<http://purl.obolibrary.org/obo/MONDO_0004557>	"congenital fibrosarcoma"	1
<http://purl.obolibrary.org/obo/MONDO_0016769>	"linear lichen planus"	1
<http://purl.obolibrary.org/obo/MONDO_0016227>	"hereditary episodic ataxia"	1
<http://purl.obolibrary.org/obo/MONDO_0018264>	"oculocutaneous albinism type 6"	1
<http://purl.obolibrary.org/obo/MONDO_0002846>	"granulomatous gastritis"	1
<http://purl.obolibrary.org/obo/MONDO_0013422>	"type i complement component 8 deficiency"	2
<http://purl.obolibrary.org/obo/MONDO_0014592>	"microcephaly and chorioretinopathy 3"	1
<http://purl.obolibrary.org/obo/MONDO_0009737>	"galactosialidosis"	7
<http://purl.obolibrary.org/obo/MONDO_0014823>	"TBCK-related intellectual disability syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0011933>	"ALG2-CDG"	5
<http://purl.obolibrary.org/obo/MONDO_0045003>	"scrotal disease"	1
<http://purl.obolibrary.org/obo/MONDO_0011573>	"PSORS7"	2
<http://purl.obolibrary.org/obo/MONDO_0037748>	"hyperlipoproteinemia"	1
<http://purl.obolibrary.org/obo/MONDO_0004269>	"breast cystic hypersecretory carcinoma"	1
<http://purl.obolibrary.org/obo/MONDO_0021166>	"inflammatory disease"	1
<http://purl.obolibrary.org/obo/MONDO_0021824>	"adult progressive spinal muscular atrophy, Aran Duchenne type"	1
<http://purl.obolibrary.org/obo/MONDO_0019708>	"primary bone dysplasia with disorganized development of skeletal components"	1
<http://purl.obolibrary.org/obo/MONDO_0002193>	"Bartholin gland benign neoplasm"	3
<http://purl.obolibrary.org/obo/MONDO_0016631>	"rare hemorrhagic disorder due to an acquired platelet anomaly"	1
<http://purl.obolibrary.org/obo/MONDO_0017879>	"hantavirus pulmonary syndrome"	6
